[goal3834] Numba PIP baseline start
[goal3310] points=512 polygons=478
[goal3310] exact_count=1417
[goal3310] single warmup 1/3
[goal3310] single warmup 2/3
[goal3310] single warmup 3/3
[goal3310] single repeat 1/12 0.220986 ms
[goal3310] single repeat 2/12 0.216868 ms
[goal3310] single repeat 3/12 0.216453 ms
[goal3310] single repeat 4/12 0.215783 ms
[goal3310] single repeat 5/12 0.228758 ms
[goal3310] single repeat 6/12 0.213971 ms
[goal3310] single repeat 7/12 0.213793 ms
[goal3310] single repeat 8/12 0.212580 ms
[goal3310] single repeat 9/12 0.215068 ms
[goal3310] single repeat 10/12 0.219714 ms
[goal3310] single repeat 11/12 0.213625 ms
[goal3310] single repeat 12/12 0.211923 ms
[goal3310] batch 1 executor prepared effective_streams=1
[goal3310] batch 1 warmup 1/3
[goal3310] batch 1 warmup 2/3
[goal3310] batch 1 warmup 3/3
[goal3310] batch 1 repeat 1/8 total=0.205260 ms per=0.205260 ms
[goal3310] batch 1 repeat 2/8 total=0.211095 ms per=0.211095 ms
[goal3310] batch 1 repeat 3/8 total=0.207869 ms per=0.207869 ms
[goal3310] batch 1 repeat 4/8 total=0.206868 ms per=0.206868 ms
[goal3310] batch 1 repeat 5/8 total=0.207846 ms per=0.207846 ms
[goal3310] batch 1 repeat 6/8 total=0.205174 ms per=0.205174 ms
[goal3310] batch 1 repeat 7/8 total=0.205040 ms per=0.205040 ms
[goal3310] batch 1 repeat 8/8 total=0.205110 ms per=0.205110 ms
[goal3310] batch 100 executor prepared effective_streams=16
[goal3310] batch 100 warmup 1/3
[goal3310] batch 100 warmup 2/3
[goal3310] batch 100 warmup 3/3
[goal3310] batch 100 repeat 1/8 total=2.401725 ms per=0.024017 ms
[goal3310] batch 100 repeat 2/8 total=2.404241 ms per=0.024042 ms
[goal3310] batch 100 repeat 3/8 total=2.423327 ms per=0.024233 ms
[goal3310] batch 100 repeat 4/8 total=2.393811 ms per=0.023938 ms
[goal3310] batch 100 repeat 5/8 total=2.407554 ms per=0.024076 ms
[goal3310] batch 100 repeat 6/8 total=2.393728 ms per=0.023937 ms
[goal3310] batch 100 repeat 7/8 total=2.422481 ms per=0.024225 ms
[goal3310] batch 100 repeat 8/8 total=2.390314 ms per=0.023903 ms
